accession	tree_id	uniprot_id	protein_name	organism	genus	length	reviewed	source_queries	enzyme_class	reference_label	taxonomic_lineage	taxon_domain
A0ABY4KWX3	tr|A0ABY4KWX3|A0ABY4KWX3_THEAE	A0ABY4KWX3_THEAE	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermobifida alba (Thermomonospora alba)	Thermobifida	296	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Thermobifida (genus)	Bacteria
A0ABY4L3P7	tr|A0ABY4L3P7|A0ABY4L3P7_THEAE	A0ABY4L3P7_THEAE	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Thermobifida alba (Thermomonospora alba)	Thermobifida	281	unreviewed	ec_petase,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Thermobifida (genus)	Bacteria
A0ABY5DI48	tr|A0ABY5DI48|A0ABY5DI48_9ACTN	A0ABY5DI48_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis exhalans	Nocardiopsis	290	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus)	Bacteria
A0ABY5MAY1	tr|A0ABY5MAY1|A0ABY5MAY1_9ACTN	A0ABY5MAY1_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Aeromicrobium wangtongii	Aeromicrobium	312	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Propionibacteriales (order), Nocardioidaceae (family), Aeromicrobium (genus)	Bacteria
A0ABY5PK17	tr|A0ABY5PK17|A0ABY5PK17_9ACTN	A0ABY5PK17_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Svornostia abyssi	Svornostia	285	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Thermoleophilia (class), Solirubrobacterales (order), Baekduiaceae (family), Svornostia (genus)	Bacteria
A0ABY6YT52	tr|A0ABY6YT52|A0ABY6YT52_9ACTN	A0ABY6YT52_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptomonospora nanhaiensis	Streptomonospora	284	unreviewed	ec_petase,nocardiopsis,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Streptomonospora (genus)	Bacteria
A0ABY6YXF2	tr|A0ABY6YXF2|A0ABY6YXF2_9ACTN	A0ABY6YXF2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptomonospora nanhaiensis	Streptomonospora	308	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Streptomonospora (genus)	Bacteria
A0ABY8XKD1	tr|A0ABY8XKD1|A0ABY8XKD1_9PSEU	A0ABY8XKD1_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis nalaikhensis	Amycolatopsis	304	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Amycolatopsis (genus)	Bacteria
A0ABY9URI4	tr|A0ABY9URI4|A0ABY9URI4_9ACTN	A0ABY9URI4_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces luomodiensis	Streptomyces	322	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus)	Bacteria
A0ABZ0W4G4	tr|A0ABZ0W4G4|A0ABZ0W4G4_9BACT	A0ABZ0W4G4_9BACT	PET hydrolase/cutinase-like domain-containing protein	Niabella yanshanensis	Niabella	305	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Chitinophagia (class), Chitinophagales (order), Chitinophagaceae (family), Niabella (genus)	Bacteria
A0ABZ1NDW4	tr|A0ABZ1NDW4|A0ABZ1NDW4_9NOCA	A0ABZ1NDW4_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia salmonicida	Nocardia	336	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Nocardiaceae (family), Nocardia (genus)	Bacteria
A0ABZ1STP3	tr|A0ABZ1STP3|A0ABZ1STP3_9ACTN	A0ABZ1STP3_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Microbispora hainanensis	Microbispora	301	unreviewed	ec_petase,microbispora,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Microbispora (genus)	Bacteria
A0ABZ1T1R0	tr|A0ABZ1T1R0|A0ABZ1T1R0_9ACTN	A0ABZ1T1R0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Microbispora hainanensis	Microbispora	272	unreviewed	ec_petase,microbispora,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Microbispora (genus)	Bacteria
A0ABZ2K0W2	tr|A0ABZ2K0W2|A0ABZ2K0W2_9BACT	A0ABZ2K0W2_9BACT	PET hydrolase/cutinase-like domain-containing protein	Pendulispora brunnea	Pendulispora	318	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Myxococcota (phylum), Myxococcia (class), Myxococcales (order), Sorangiineae (suborder), Pendulisporaceae (family), Pendulispora (genus)	Bacteria
A0ABZ2KRG5	tr|A0ABZ2KRG5|A0ABZ2KRG5_9BACT	A0ABZ2KRG5_9BACT	PET hydrolase/cutinase-like domain-containing protein	Pendulispora rubella	Pendulispora	318	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Myxococcota (phylum), Myxococcia (class), Myxococcales (order), Sorangiineae (suborder), Pendulisporaceae (family), Pendulispora (genus)	Bacteria
A0ABZ2LU00	tr|A0ABZ2LU00|A0ABZ2LU00_9BACT	A0ABZ2LU00_9BACT	PET hydrolase/cutinase-like domain-containing protein	Pendulispora albinea	Pendulispora	284	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Myxococcota (phylum), Myxococcia (class), Myxococcales (order), Sorangiineae (suborder), Pendulisporaceae (family), Pendulispora (genus)	Bacteria
A0ACE2MB26	tr|A0ACE2MB26|A0ACE2MB26_9DEIO	A0ACE2MB26_9DEIO	Poly(Ethylene terephthalate) hydrolase	Deinococcus saxicola	Deinococcus	315	unreviewed	polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Thermotogati (kingdom), Deinococcota (phylum), Deinococci (class), Deinococcales (order), Deinococcaceae (family), Deinococcus (genus)	Bacteria
A0R619	sp|A0R619|CUP6H_MYCS2	CUP6H_MYCS2	Carboxylesterase Culp6 homolog (EC 3.1.1.-)	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	Mycolicibacterium	337	reviewed	cutinase	Esterase_like	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Mycobacteriales (order), Mycobacteriaceae (family), Mycolicibacterium (genus), Mycolicibacterium smegmatis (species)	Bacteria
A4Y035	tr|A4Y035|A4Y035_ECTM1	A4Y035_ECTM1	PET hydrolase/cutinase-like domain-containing protein	Ectopseudomonas mendocina (strain ymp) (Pseudomonas mendocina)	Ectopseudomonas	280	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Pseudomonadales (order), Pseudomonadaceae (family), Ectopseudomonas (genus), Ectopseudomonas mendocina (species)	Bacteria
A6WFI5	sp|A6WFI5|CUTI_KINRD	CUTI_KINRD	Cutinase (EC 3.1.1.74) (KrCUT)	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)	Kineococcus	294	reviewed	cutinase,ec_cutinase,polyester_hydrolase	Cutinase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kineosporiales (order), Kineosporiaceae (family), Kineococcus (genus), Kineococcus radiotolerans (species)	Bacteria
B4CYG8	tr|B4CYG8|B4CYG8_9BACT	B4CYG8_9BACT	PET hydrolase/cutinase-like domain-containing protein	Chthoniobacter flavus Ellin428	Chthoniobacter	324	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), PVC group (clade), Verrucomicrobiota (phylum), Spartobacteria (class), Chthoniobacterales (order), Chthoniobacteraceae (family), Chthoniobacter (genus), Chthoniobacter flavus (species)	Bacteria
C1IC18	tr|C1IC18|C1IC18_9ACTN	C1IC18_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces asoensis	Streptomyces	311	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus)	Bacteria
C6VZJ3	tr|C6VZJ3|C6VZJ3_DYAFD	C6VZJ3_DYAFD	PET hydrolase/cutinase-like domain-containing protein	Dyadobacter fermentans (strain ATCC 700827 / DSM 18053 / CIP 107007 / KCTC 52180 / NS114)	Dyadobacter	295	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Cytophagia (class), Cytophagales (order), Spirosomataceae (family), Dyadobacter (genus), Dyadobacter fermentans (species)	Bacteria
C7MVV4	tr|C7MVV4|C7MVV4_SACVD	C7MVV4_SACVD	PET hydrolase/cutinase-like domain-containing protein	Saccharomonospora viridis (strain ATCC 15386 / DSM 43017 / JCM 3036 / CCUG 5913 / NBRC 12207 / NCIMB 9602 / P101) (Thermoactinomyces viridis)	Saccharomonospora	284	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Pseudonocardiales (order), Pseudonocardiaceae (family), Saccharomonospora (genus), Saccharomonospora viridis (species)	Bacteria
D1A2H1	tr|D1A2H1|D1A2H1_THECD	D1A2H1_THECD	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9)	Thermomonospora	292	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Thermomonospora (genus), Thermomonospora curvata (species)	Bacteria
D1A646	tr|D1A646|D1A646_THECD	D1A646_THECD	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9)	Thermomonospora	295	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Thermomonospora (genus), Thermomonospora curvata (species)	Bacteria
D1A9G5	tr|D1A9G5|D1A9G5_THECD	D1A9G5_THECD	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9)	Thermomonospora	289	unreviewed	ec_petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Thermomonosporaceae (family), Thermomonospora (genus), Thermomonospora curvata (species)	Bacteria
D2B3P3	tr|D2B3P3|D2B3P3_STRRD	D2B3P3_STRRD	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	Streptosporangium	318	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus), Streptosporangium roseum (species)	Bacteria
D2B3R3	tr|D2B3R3|D2B3R3_STRRD	D2B3R3_STRRD	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	Streptosporangium	301	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus), Streptosporangium roseum (species)	Bacteria
D2B6W3	tr|D2B6W3|D2B6W3_STRRD	D2B6W3_STRRD	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	Streptosporangium	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus), Streptosporangium roseum (species)	Bacteria
D2BF75	tr|D2BF75|D2BF75_STRRD	D2BF75_STRRD	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	Streptosporangium	279	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus), Streptosporangium roseum (species)	Bacteria
D2BFB4	tr|D2BFB4|D2BFB4_STRRD	D2BFB4_STRRD	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	Streptosporangium	323	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Streptosporangiaceae (family), Streptosporangium (genus), Streptosporangium roseum (species)	Bacteria
D3F610	tr|D3F610|D3F610_CONWI	D3F610_CONWI	PET hydrolase/cutinase-like domain-containing protein	Conexibacter woesei (strain DSM 14684 / CCUG 47730 / CIP 108061 / JCM 11494 / NBRC 100937 / ID131577)	Conexibacter	286	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Thermoleophilia (class), Solirubrobacterales (order), Conexibacteraceae (family), Conexibacter (genus), Conexibacter woesei (species)	Bacteria
D4Q9N1	sp|D4Q9N1|PETH1_THEAE	PETH1_THEAE	Cutinase est1 (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Thermobifida alba (Thermomonospora alba)	Thermobifida	296	reviewed	cutinase,ec_cutinase,ec_petase,pet_hydrolase,petase,polyester_hydrolase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	Thermobifida_PETH1	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Thermobifida (genus)	Bacteria
D7AYZ5	tr|D7AYZ5|D7AYZ5_NOCDD	D7AYZ5_NOCDD	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis dassonvillei (strain ATCC 23218 / DSM 43111 / CIP 107115 / JCM 7437 / KCTC 9190 / NBRC 14626 / NCTC 10488 / NRRL B-5397 / IMRU 509) (Actinomadura dassonvillei)	Nocardiopsis	311	unreviewed	actinomadura,ec_petase,nocardiopsis,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Nocardiopsis (genus), Nocardiopsis dassonvillei (species), Nocardiopsis dassonvillei subsp. dassonvillei (subspecies)	Bacteria
E4T1B9	tr|E4T1B9|E4T1B9_PALPW	E4T1B9_PALPW	PET hydrolase/cutinase-like domain-containing protein	Paludibacter propionicigenes (strain DSM 17365 / JCM 13257 / WB4)	Paludibacter	304	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), FCB group (clade), Bacteroidota/Chlorobiota group (clade), Bacteroidota (phylum), Bacteroidia (class), Bacteroidales (order), Paludibacteraceae (family), Paludibacter (genus), Paludibacter propionicigenes (species)	Bacteria
F2R1W4	tr|F2R1W4|F2R1W4_STRVP	F2R1W4_STRVP	PET hydrolase/cutinase-like domain-containing protein	Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745)	Streptomyces	291	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Kitasatosporales (order), Streptomycetaceae (family), Streptomyces (genus), Streptomyces venezuelae (species)	Bacteria
F4Y3S0	tr|F4Y3S0|F4Y3S0_9CYAN	F4Y3S0_9CYAN	PET hydrolase/cutinase-like domain-containing protein	Moorena producens 3L	Moorena	267	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Cyanobacteriota/Melainabacteria group (clade), Cyanobacteriota (phylum), Cyanophyceae (class), Coleofasciculales (order), Coleofasciculaceae (family), Moorena (genus), Moorena producens (species)	Bacteria
F6CS36	tr|F6CS36|F6CS36_MARPP	F6CS36_MARPP	PET hydrolase/cutinase-like domain-containing protein	Marinomonas posidonica (strain CECT 7376 / NCIMB 14433 / IVIA-Po-181)	Marinomonas	337	unreviewed	pet_hydrolase	PET_hydrolase	NA	cellular organisms (no rank), Bacteria (domain), Pseudomonadati (kingdom), Pseudomonadota (phylum), Gammaproteobacteria (class), Oceanospirillales (order), Oceanospirillaceae (family), Marinomonas (genus), Marinomonas posidonica (species)	Bacteria
F7IX06	sp|F7IX06|PETH2_THEAE	PETH2_THEAE	Cutinase est2 (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101) (TaCut2)	Thermobifida alba (Thermomonospora alba)	Thermobifida	300	reviewed	cutinase,ec_cutinase,ec_petase,pet_hydrolase,petase,polyester_hydrolase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	Thermobifida_PETH2	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Thermobifida (genus)	Bacteria
G8GER6	sp|G8GER6|PETH1_THEFU	PETH1_THEFU	Cutinase cut1 (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Thermobifida fusca (Thermomonospora fusca)	Thermobifida	319	reviewed	cutinase,ec_cutinase,ec_petase,pet_hydrolase,petase,polyester_hydrolase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	Thermobifida_PETH1	cellular organisms (no rank), Bacteria (domain), Bacillati (kingdom), Actinomycetota (phylum), Actinomycetes (class), Streptosporangiales (order), Nocardiopsidaceae (family), Thermobifida (genus)	Bacteria
G9BY57	sp|G9BY57|PETH_UNKP	PETH_UNKP	Leaf-branch compost cutinase (LC-cutinase) (LCC) (EC 3.1.1.74) (PET-digesting enzyme) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Unknown prokaryotic organism	Unknown	293	reviewed	cutinase,ec_cutinase,ec_petase,lcc,pet_hydrolase,petase,polyester_hydrolase,polyethylene_terephthalate_hydrolase	PET_hydrolase	LCC	cellular organisms (no rank), Bacteria (domain), environmental samples (no rank)	Bacteria
