accession	tree_id	uniprot_id	protein_name	organism	genus	length	reviewed	source_queries	enzyme_class	reference_label
A0ABW3EGR7	tr|A0ABW3EGR7|A0ABW3EGR7_9ACTN	A0ABW3EGR7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura sediminis	Actinomadura	307	unreviewed	actinomadura,ec_cutinase,ec_petase,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW3EHY5	tr|A0ABW3EHY5|A0ABW3EHY5_9ACTN	A0ABW3EHY5_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura sediminis	Actinomadura	308	unreviewed	actinomadura,ec_petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW3EQF3	tr|A0ABW3EQF3|A0ABW3EQF3_9ACTN	A0ABW3EQF3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Actinomadura sediminis	Actinomadura	279	unreviewed	actinomadura,ec_petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW4SKE7	tr|A0ABW4SKE7|A0ABW4SKE7_9ACTN	A0ABW4SKE7_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea mangrovi	Nonomuraea	282	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW4SNQ3	tr|A0ABW4SNQ3|A0ABW4SNQ3_9ACTN	A0ABW4SNQ3_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea mangrovi	Nonomuraea	275	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW5EHM2	tr|A0ABW5EHM2|A0ABW5EHM2_9GAMM	A0ABW5EHM2_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Microbulbifer halophilus	Microbulbifer	272	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABW6NKE0	tr|A0ABW6NKE0|A0ABW6NKE0_9NOCA	A0ABW6NKE0_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia africana	Nocardia	322	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABW6NYV4	tr|A0ABW6NYV4|A0ABW6NYV4_9NOCA	A0ABW6NYV4_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia aobensis	Nocardia	322	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABW6QPJ9	tr|A0ABW6QPJ9|A0ABW6QPJ9_9NOCA	A0ABW6QPJ9_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia suismassiliense	Nocardia	323	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABW6SQH1	tr|A0ABW6SQH1|A0ABW6SQH1_9ACTN	A0ABW6SQH1_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Microtetraspora malaysiensis	Microtetraspora	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW6V0T4	tr|A0ABW6V0T4|A0ABW6V0T4_MICFU	A0ABW6V0T4_MICFU	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Microtetraspora fusca	Microtetraspora	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW7YQ16	tr|A0ABW7YQ16|A0ABW7YQ16_9ACTN	A0ABW7YQ16_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea typhae	Nonomuraea	278	unreviewed	ec_petase,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW7Z7B4	tr|A0ABW7Z7B4|A0ABW7Z7B4_9ACTN	A0ABW7Z7B4_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea typhae	Nonomuraea	274	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW8A0E3	tr|A0ABW8A0E3|A0ABW8A0E3_9ACTN	A0ABW8A0E3_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea indica	Nonomuraea	271	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABW9FX93	tr|A0ABW9FX93|A0ABW9FX93_9NOCA	A0ABW9FX93_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Prescottella soli	Prescottella	334	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABX1B1C3	tr|A0ABX1B1C3|A0ABX1B1C3_9ACTN	A0ABX1B1C3_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea composti	Nonomuraea	303	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABX1BJM1	tr|A0ABX1BJM1|A0ABX1BJM1_9ACTN	A0ABX1BJM1_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nonomuraea composti	Nonomuraea	300	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABX8BMQ5	tr|A0ABX8BMQ5|A0ABX8BMQ5_9ACTN	A0ABX8BMQ5_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis changdeensis	Nocardiopsis	312	unreviewed	ec_cutinase,ec_petase,nocardiopsis,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABX8BSA1	tr|A0ABX8BSA1|A0ABX8BSA1_9ACTN	A0ABX8BSA1_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nocardiopsis changdeensis	Nocardiopsis	279	unreviewed	ec_petase,nocardiopsis,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABX8C4W7	tr|A0ABX8C4W7|A0ABX8C4W7_9ACTN	A0ABX8C4W7_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis akebiae	Nocardiopsis	311	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABX8C9P2	tr|A0ABX8C9P2|A0ABX8C9P2_9ACTN	A0ABX8C9P2_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Nocardiopsis akebiae	Nocardiopsis	281	unreviewed	ec_petase,nocardiopsis,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABX8CQK4	tr|A0ABX8CQK4|A0ABX8CQK4_9NOCA	A0ABX8CQK4_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia tengchongensis	Nocardia	322	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABX8TX11	tr|A0ABX8TX11|A0ABX8TX11_9ACTN	A0ABX8TX11_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nonomuraea coxensis DSM 45129	Nonomuraea	300	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABY2RG97	tr|A0ABY2RG97|A0ABY2RG97_9NOCA	A0ABY2RG97_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Rhodococcus oryzae	Rhodococcus	334	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABY2UDA5	tr|A0ABY2UDA5|A0ABY2UDA5_9GAMM	A0ABY2UDA5_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Microbulbifer harenosus	Microbulbifer	296	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABY4KWB4	tr|A0ABY4KWB4|A0ABY4KWB4_THEAE	A0ABY4KWB4_THEAE	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermobifida alba (Thermomonospora alba)	Thermobifida	300	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	NA
A0ABY4KWX3	tr|A0ABY4KWX3|A0ABY4KWX3_THEAE	A0ABY4KWX3_THEAE	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermobifida alba (Thermomonospora alba)	Thermobifida	296	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	NA
A0ABY4L3P7	tr|A0ABY4L3P7|A0ABY4L3P7_THEAE	A0ABY4L3P7_THEAE	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Thermobifida alba (Thermomonospora alba)	Thermobifida	281	unreviewed	ec_petase,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	NA
A0ABY5DI48	tr|A0ABY5DI48|A0ABY5DI48_9ACTN	A0ABY5DI48_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis exhalans	Nocardiopsis	290	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABY5MAY1	tr|A0ABY5MAY1|A0ABY5MAY1_9ACTN	A0ABY5MAY1_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Aeromicrobium wangtongii	Aeromicrobium	312	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABY5PK17	tr|A0ABY5PK17|A0ABY5PK17_9ACTN	A0ABY5PK17_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Svornostia abyssi	Svornostia	285	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABY6YT52	tr|A0ABY6YT52|A0ABY6YT52_9ACTN	A0ABY6YT52_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptomonospora nanhaiensis	Streptomonospora	284	unreviewed	ec_petase,nocardiopsis,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABY6YXF2	tr|A0ABY6YXF2|A0ABY6YXF2_9ACTN	A0ABY6YXF2_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptomonospora nanhaiensis	Streptomonospora	308	unreviewed	ec_petase,nocardiopsis,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABY8XKD1	tr|A0ABY8XKD1|A0ABY8XKD1_9PSEU	A0ABY8XKD1_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Amycolatopsis nalaikhensis	Amycolatopsis	304	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABY9URI4	tr|A0ABY9URI4|A0ABY9URI4_9ACTN	A0ABY9URI4_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces luomodiensis	Streptomyces	322	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABZ0W4G4	tr|A0ABZ0W4G4|A0ABZ0W4G4_9BACT	A0ABZ0W4G4_9BACT	PET hydrolase/cutinase-like domain-containing protein	Niabella yanshanensis	Niabella	305	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABZ1NDW4	tr|A0ABZ1NDW4|A0ABZ1NDW4_9NOCA	A0ABZ1NDW4_9NOCA	PET hydrolase/cutinase-like domain-containing protein	Nocardia salmonicida	Nocardia	336	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABZ1STP3	tr|A0ABZ1STP3|A0ABZ1STP3_9ACTN	A0ABZ1STP3_9ACTN	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Microbispora hainanensis	Microbispora	301	unreviewed	ec_petase,microbispora,pet_hydrolase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABZ1T1R0	tr|A0ABZ1T1R0|A0ABZ1T1R0_9ACTN	A0ABZ1T1R0_9ACTN	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Microbispora hainanensis	Microbispora	272	unreviewed	ec_petase,microbispora,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0ABZ2K0W2	tr|A0ABZ2K0W2|A0ABZ2K0W2_9BACT	A0ABZ2K0W2_9BACT	PET hydrolase/cutinase-like domain-containing protein	Pendulispora brunnea	Pendulispora	318	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABZ2KRG5	tr|A0ABZ2KRG5|A0ABZ2KRG5_9BACT	A0ABZ2KRG5_9BACT	PET hydrolase/cutinase-like domain-containing protein	Pendulispora rubella	Pendulispora	318	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ABZ2LU00	tr|A0ABZ2LU00|A0ABZ2LU00_9BACT	A0ABZ2LU00_9BACT	PET hydrolase/cutinase-like domain-containing protein	Pendulispora albinea	Pendulispora	284	unreviewed	pet_hydrolase	PET_hydrolase	NA
A0ACC0DK89	tr|A0ACC0DK89|A0ACC0DK89_9PEZI	A0ACC0DK89_9PEZI	cutinase (EC 3.1.1.74)	Hypoxylon rubiginosum	Hypoxylon	284	unreviewed	cutinase	Cutinase	NA
A0ACE2MB26	tr|A0ACE2MB26|A0ACE2MB26_9DEIO	A0ACE2MB26_9DEIO	Poly(Ethylene terephthalate) hydrolase	Deinococcus saxicola	Deinococcus	315	unreviewed	polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
A0R619	sp|A0R619|CUP6H_MYCS2	CUP6H_MYCS2	Carboxylesterase Culp6 homolog (EC 3.1.1.-)	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	Mycolicibacterium	337	reviewed	cutinase	Esterase_like	NA
A4Y035	tr|A4Y035|A4Y035_ECTM1	A4Y035_ECTM1	PET hydrolase/cutinase-like domain-containing protein	Ectopseudomonas mendocina (strain ymp) (Pseudomonas mendocina)	Ectopseudomonas	280	unreviewed	pet_hydrolase	PET_hydrolase	NA
A6WFI5	sp|A6WFI5|CUTI_KINRD	CUTI_KINRD	Cutinase (EC 3.1.1.74) (KrCUT)	Kineococcus radiotolerans (strain ATCC BAA-149 / DSM 14245 / SRS30216)	Kineococcus	294	reviewed	cutinase,ec_cutinase,polyester_hydrolase	Cutinase	NA
B4CYG8	tr|B4CYG8|B4CYG8_9BACT	B4CYG8_9BACT	PET hydrolase/cutinase-like domain-containing protein	Chthoniobacter flavus Ellin428	Chthoniobacter	324	unreviewed	pet_hydrolase	PET_hydrolase	NA
C1IC18	tr|C1IC18|C1IC18_9ACTN	C1IC18_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces asoensis	Streptomyces	311	unreviewed	pet_hydrolase	PET_hydrolase	NA
C6VZJ3	tr|C6VZJ3|C6VZJ3_DYAFD	C6VZJ3_DYAFD	PET hydrolase/cutinase-like domain-containing protein	Dyadobacter fermentans (strain ATCC 700827 / DSM 18053 / CIP 107007 / KCTC 52180 / NS114)	Dyadobacter	295	unreviewed	pet_hydrolase	PET_hydrolase	NA
C7MVV4	tr|C7MVV4|C7MVV4_SACVD	C7MVV4_SACVD	PET hydrolase/cutinase-like domain-containing protein	Saccharomonospora viridis (strain ATCC 15386 / DSM 43017 / JCM 3036 / CCUG 5913 / NBRC 12207 / NCIMB 9602 / P101) (Thermoactinomyces viridis)	Saccharomonospora	284	unreviewed	pet_hydrolase	PET_hydrolase	NA
D1A2H1	tr|D1A2H1|D1A2H1_THECD	D1A2H1_THECD	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9)	Thermomonospora	292	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
D1A646	tr|D1A646|D1A646_THECD	D1A646_THECD	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9)	Thermomonospora	295	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
D1A9G5	tr|D1A9G5|D1A9G5_THECD	D1A9G5_THECD	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Thermomonospora curvata (strain ATCC 19995 / DSM 43183 / JCM 3096 / KCTC 9072 / NBRC 15933 / NCIMB 10081 / Henssen B9)	Thermomonospora	289	unreviewed	ec_petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
D2B3P3	tr|D2B3P3|D2B3P3_STRRD	D2B3P3_STRRD	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	Streptosporangium	318	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
D2B3R3	tr|D2B3R3|D2B3R3_STRRD	D2B3R3_STRRD	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	Streptosporangium	301	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
D2B6W3	tr|D2B6W3|D2B6W3_STRRD	D2B6W3_STRRD	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	Streptosporangium	285	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
D2BF75	tr|D2BF75|D2BF75_STRRD	D2BF75_STRRD	poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (Poly(ethylene terephthalate) hydrolase)	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	Streptosporangium	279	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
D2BFB4	tr|D2BFB4|D2BFB4_STRRD	D2BFB4_STRRD	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Streptosporangium roseum (strain ATCC 12428 / DSM 43021 / JCM 3005 / KCTC 9067 / NCIMB 10171 / NRRL 2505 / NI 9100)	Streptosporangium	323	unreviewed	ec_petase,petase,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
D3F610	tr|D3F610|D3F610_CONWI	D3F610_CONWI	PET hydrolase/cutinase-like domain-containing protein	Conexibacter woesei (strain DSM 14684 / CCUG 47730 / CIP 108061 / JCM 11494 / NBRC 100937 / ID131577)	Conexibacter	286	unreviewed	pet_hydrolase	PET_hydrolase	NA
D4Q9N1	sp|D4Q9N1|PETH1_THEAE	PETH1_THEAE	Cutinase est1 (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Thermobifida alba (Thermomonospora alba)	Thermobifida	296	reviewed	cutinase,ec_cutinase,ec_petase,pet_hydrolase,petase,polyester_hydrolase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	Thermobifida_PETH1
D7AYZ5	tr|D7AYZ5|D7AYZ5_NOCDD	D7AYZ5_NOCDD	Poly(ethylene terephthalate) hydrolase (EC 3.1.1.101) (EC 3.1.1.74)	Nocardiopsis dassonvillei (strain ATCC 23218 / DSM 43111 / CIP 107115 / JCM 7437 / KCTC 9190 / NBRC 14626 / NCTC 10488 / NRRL B-5397 / IMRU 509) (Actinomadura dassonvillei)	Nocardiopsis	311	unreviewed	actinomadura,ec_petase,nocardiopsis,polyethylene_terephthalate_hydrolase	PET_hydrolase	NA
E4T1B9	tr|E4T1B9|E4T1B9_PALPW	E4T1B9_PALPW	PET hydrolase/cutinase-like domain-containing protein	Paludibacter propionicigenes (strain DSM 17365 / JCM 13257 / WB4)	Paludibacter	304	unreviewed	pet_hydrolase	PET_hydrolase	NA
F2R1W4	tr|F2R1W4|F2R1W4_STRVP	F2R1W4_STRVP	PET hydrolase/cutinase-like domain-containing protein	Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745)	Streptomyces	291	unreviewed	pet_hydrolase	PET_hydrolase	NA
F4Y3S0	tr|F4Y3S0|F4Y3S0_9CYAN	F4Y3S0_9CYAN	PET hydrolase/cutinase-like domain-containing protein	Moorena producens 3L	Moorena	267	unreviewed	pet_hydrolase	PET_hydrolase	NA
F6CS36	tr|F6CS36|F6CS36_MARPP	F6CS36_MARPP	PET hydrolase/cutinase-like domain-containing protein	Marinomonas posidonica (strain CECT 7376 / NCIMB 14433 / IVIA-Po-181)	Marinomonas	337	unreviewed	pet_hydrolase	PET_hydrolase	NA
F7IX06	sp|F7IX06|PETH2_THEAE	PETH2_THEAE	Cutinase est2 (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101) (TaCut2)	Thermobifida alba (Thermomonospora alba)	Thermobifida	300	reviewed	cutinase,ec_cutinase,ec_petase,pet_hydrolase,petase,polyester_hydrolase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	Thermobifida_PETH2
G4MR24	tr|G4MR24|G4MR24_PYRO7	G4MR24_PYRO7	Cutinase (EC 3.1.1.74)	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	Pyricularia	287	unreviewed	cutinase,ec_cutinase	Cutinase	NA
G4NHE7	tr|G4NHE7|G4NHE7_PYRO7	G4NHE7_PYRO7	PET hydrolase/cutinase-like domain-containing protein	Pyricularia oryzae (strain 70-15 / ATCC MYA-4617 / FGSC 8958) (Rice blast fungus) (Magnaporthe oryzae)	Pyricularia	331	unreviewed	pet_hydrolase	PET_hydrolase	NA
G8GER6	sp|G8GER6|PETH1_THEFU	PETH1_THEFU	Cutinase cut1 (EC 3.1.1.74) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Thermobifida fusca (Thermomonospora fusca)	Thermobifida	319	reviewed	cutinase,ec_cutinase,ec_petase,pet_hydrolase,petase,polyester_hydrolase,polyethylene_terephthalate_hydrolase,thermobifida	PET_hydrolase	Thermobifida_PETH1
G9BY57	sp|G9BY57|PETH_UNKP	PETH_UNKP	Leaf-branch compost cutinase (LC-cutinase) (LCC) (EC 3.1.1.74) (PET-digesting enzyme) (Poly(ethylene terephthalate) hydrolase) (PET hydrolase) (PETase) (EC 3.1.1.101)	Unknown prokaryotic organism	Unknown	293	reviewed	cutinase,ec_cutinase,ec_petase,lcc,pet_hydrolase,petase,polyester_hydrolase,polyethylene_terephthalate_hydrolase	PET_hydrolase	LCC
H0E877	tr|H0E877|H0E877_9ACTN	H0E877_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Patulibacter medicamentivorans	Patulibacter	291	unreviewed	pet_hydrolase	PET_hydrolase	NA
H8G8N0	tr|H8G8N0|H8G8N0_9PSEU	H8G8N0_9PSEU	PET hydrolase/cutinase-like domain-containing protein	Saccharomonospora azurea NA-128	Saccharomonospora	305	unreviewed	pet_hydrolase	PET_hydrolase	NA
I0HDL6	tr|I0HDL6|I0HDL6_ACTM4	I0HDL6_ACTM4	PET hydrolase/cutinase-like domain-containing protein	Actinoplanes missouriensis (strain ATCC 14538 / DSM 43046 / CBS 188.64 / JCM 3121 / NBRC 102363 / NCIMB 12654 / NRRL B-3342 / UNCC 431)	Actinoplanes	271	unreviewed	pet_hydrolase	PET_hydrolase	NA
J7G260	tr|J7G260|J7G260_9ACTN	J7G260_9ACTN	PET hydrolase/cutinase-like domain-containing protein	Streptomyces aureochromogenes	Streptomyces	311	unreviewed	pet_hydrolase	PET_hydrolase	NA
K1X9E7	tr|K1X9E7|K1X9E7_MARBU	K1X9E7_MARBU	Cutinase (EC 3.1.1.74)	Marssonina brunnea f. sp. multigermtubi (strain MB_m1) (Marssonina leaf spot fungus)	Marssonina	292	unreviewed	cutinase,ec_cutinase	Cutinase	NA
M5DS72	tr|M5DS72|M5DS72_9GAMM	M5DS72_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Thalassolituus oleivorans MIL-1	Thalassolituus	278	unreviewed	pet_hydrolase	PET_hydrolase	NA
M5DT34	tr|M5DT34|M5DT34_9GAMM	M5DT34_9GAMM	PET hydrolase/cutinase-like domain-containing protein	Thalassolituus oleivorans MIL-1	Thalassolituus	293	unreviewed	pet_hydrolase	PET_hydrolase	NA
N1QM35	tr|N1QM35|N1QM35_SPHMS	N1QM35_SPHMS	Cutinase (EC 3.1.1.74)	Sphaerulina musiva (strain SO2202) (Poplar stem canker fungus) (Septoria musiva)	Sphaerulina	332	unreviewed	cutinase,ec_cutinase	Cutinase	NA
O53581	sp|O53581|CULP6_MYCTU	CULP6_MYCTU	Carboxylesterase/lipase Culp6 (EC 3.1.1.-) (Cell wall lipase) (Cutinase-like protein 6) (Culp6)	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	Mycobacterium	336	reviewed	cutinase	Cutinase	NA
O85207	sp|O85207|PHAG_PSEPK	PHAG_PSEPK	(R)-3-hydroxydecanoyl-ACP:CoA transacylase (EC 2.4.1.-) (3-hydroxyacyl-CoA-acyl carrier protein transferase)	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	Pseudomonas	295	reviewed	polyester_hydrolase	Other	NA
P0A537	sp|P0A537|CULP3_MYCBO	CULP3_MYCBO	Probable carboxylesterase Culp3 (EC 3.1.1.-) (Cutinase-like protein 3) (Culp3)	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	Mycobacterium	262	reviewed	cutinase	Cutinase	NA
P0DX29	sp|P0DX29|PETH1_AMYMS	PETH1_AMYMS	Cutinase (EC 3.1.1.74) (AML) (AmCut) (Lipase) (EC 3.1.1.1, EC 3.1.1.3)	Amycolatopsis mediterranei (strain S699) (Nocardia mediterranei)	Amycolatopsis	309	reviewed	cutinase,ec_cutinase,pet_hydrolase,petase,polyester_hydrolase,polyethylene_terephthalate_hydrolase	Cutinase	NA
P19833	sp|P19833|LIP1_MORS1	LIP1_MORS1	Lipase 1 (EC 3.1.1.3) (Triacylglycerol lipase)	Moraxella sp. (strain TA144)	Moraxella	319	reviewed	pet_hydrolase,petase	Other	NA
P26495	sp|P26495|PHAZ_ECTOL	PHAZ_ECTOL	Poly(3-hydroxyalkanoate) depolymerase (PHA depolymerase) (EC 3.1.1.-) (ORF2) (PHB depolymerase)	Ectopseudomonas oleovorans (Pseudomonas oleovorans)	Ectopseudomonas	283	reviewed	polyester_hydrolase	Other	NA
